pair_id,repeat_id,base_instance_id,variant,plain_method_count,neutral_method_count,plain_final_result,neutral_final_result,plain_final_solved,neutral_final_solved,plain_final_decisions,neutral_final_decisions,plain_final_conflicts,neutral_final_conflicts,plain_final_cpu_time,neutral_final_cpu_time,final_cpu_time_delta,result_match,solved_match,decisions_match,conflicts_match,accepted,rejection_reason
repeat=0|base=dominating_set_hex_3x6_s4|variant=perm_seed1742,0,dominating_set_hex_3x6_s4,perm_seed1742,1,1,SATISFIABLE,SATISFIABLE,True,True,9,9,1,1,0.039172,0.040136,0.0009639999999999996,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x6_s4|variant=perm_seed1743,0,dominating_set_hex_3x6_s4,perm_seed1743,1,1,SATISFIABLE,SATISFIABLE,True,True,11,11,3,3,0.041554,0.041461,-9.30000000000028e-05,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x6_s4|variant=perm_seed1744,0,dominating_set_hex_3x6_s4,perm_seed1744,1,1,SATISFIABLE,SATISFIABLE,True,True,11,11,1,1,0.039575,0.038613,-0.0009619999999999976,True,True,True,True,True,
repeat=0|base=dominating_set_hex_3x6_s4|variant=perm_seed1745,0,dominating_set_hex_3x6_s4,perm_seed1745,1,1,SATISFIABLE,SATISFIABLE,True,True,5,5,0,0,0.037911,0.04463,0.006719000000000003,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=base,0,even_colouring_torus_4x5_split,base,1,1,SATISFIABLE,SATISFIABLE,True,True,22,22,0,0,0.00067,0.000669,-1.0000000000000243e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1730,0,even_colouring_torus_4x5_split,perm_seed1730,1,1,SATISFIABLE,SATISFIABLE,True,True,22,22,0,0,0.00069,0.000669,-2.099999999999997e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1731,0,even_colouring_torus_4x5_split,perm_seed1731,1,1,SATISFIABLE,SATISFIABLE,True,True,23,23,0,0,0.000628,0.000664,3.600000000000001e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1732,0,even_colouring_torus_4x5_split,perm_seed1732,1,1,SATISFIABLE,SATISFIABLE,True,True,22,22,0,0,0.00068,0.000673,-7.000000000000062e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1733,0,even_colouring_torus_4x5_split,perm_seed1733,1,1,SATISFIABLE,SATISFIABLE,True,True,22,22,0,0,0.000684,0.000681,-3.000000000000073e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1734,0,even_colouring_torus_4x5_split,perm_seed1734,1,1,SATISFIABLE,SATISFIABLE,True,True,22,22,0,0,0.00065,0.000633,-1.699999999999998e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1735,0,even_colouring_torus_4x5_split,perm_seed1735,1,1,SATISFIABLE,SATISFIABLE,True,True,22,22,0,0,0.000634,0.000632,-2.0000000000000486e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1736,0,even_colouring_torus_4x5_split,perm_seed1736,1,1,SATISFIABLE,SATISFIABLE,True,True,23,23,0,0,0.000625,0.000631,6.000000000000037e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1737,0,even_colouring_torus_4x5_split,perm_seed1737,1,1,SATISFIABLE,SATISFIABLE,True,True,22,22,0,0,0.000615,0.000628,1.299999999999999e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1738,0,even_colouring_torus_4x5_split,perm_seed1738,1,1,SATISFIABLE,SATISFIABLE,True,True,23,23,0,0,0.000615,0.0007,8.5e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1739,0,even_colouring_torus_4x5_split,perm_seed1739,1,1,SATISFIABLE,SATISFIABLE,True,True,22,22,0,0,0.000656,0.000724,6.800000000000003e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1740,0,even_colouring_torus_4x5_split,perm_seed1740,1,1,SATISFIABLE,SATISFIABLE,True,True,22,22,0,0,0.000709,0.000665,-4.3999999999999985e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1741,0,even_colouring_torus_4x5_split,perm_seed1741,1,1,SATISFIABLE,SATISFIABLE,True,True,22,22,0,0,0.000629,0.000641,1.1999999999999966e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1742,0,even_colouring_torus_4x5_split,perm_seed1742,1,1,SATISFIABLE,SATISFIABLE,True,True,22,22,0,0,0.000614,0.000629,1.500000000000004e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1743,0,even_colouring_torus_4x5_split,perm_seed1743,1,1,SATISFIABLE,SATISFIABLE,True,True,22,22,0,0,0.000769,0.000689,-7.999999999999999e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1744,0,even_colouring_torus_4x5_split,perm_seed1744,1,1,SATISFIABLE,SATISFIABLE,True,True,22,22,0,0,0.000638,0.000653,1.500000000000004e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x5_split|variant=perm_seed1745,0,even_colouring_torus_4x5_split,perm_seed1745,1,1,SATISFIABLE,SATISFIABLE,True,True,22,22,0,0,0.000708,0.000673,-3.499999999999998e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=base,0,even_colouring_torus_4x6_split,base,1,1,SATISFIABLE,SATISFIABLE,True,True,26,26,0,0,0.000743,0.00072,-2.299999999999991e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1730,0,even_colouring_torus_4x6_split,perm_seed1730,1,1,SATISFIABLE,SATISFIABLE,True,True,26,26,0,0,0.000738,0.000756,1.8000000000000004e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1731,0,even_colouring_torus_4x6_split,perm_seed1731,1,1,SATISFIABLE,SATISFIABLE,True,True,26,26,0,0,0.000732,0.000723,-9.000000000000002e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1732,0,even_colouring_torus_4x6_split,perm_seed1732,1,1,SATISFIABLE,SATISFIABLE,True,True,26,26,0,0,0.000863,0.000797,-6.600000000000009e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1733,0,even_colouring_torus_4x6_split,perm_seed1733,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.001013,0.000819,-0.00019400000000000005,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1734,0,even_colouring_torus_4x6_split,perm_seed1734,1,1,SATISFIABLE,SATISFIABLE,True,True,26,26,0,0,0.00077,0.000788,1.8000000000000004e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1735,0,even_colouring_torus_4x6_split,perm_seed1735,1,1,SATISFIABLE,SATISFIABLE,True,True,26,26,0,0,0.000789,0.000746,-4.299999999999996e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1736,0,even_colouring_torus_4x6_split,perm_seed1736,1,1,SATISFIABLE,SATISFIABLE,True,True,26,26,0,0,0.000734,0.001354,0.00062,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1737,0,even_colouring_torus_4x6_split,perm_seed1737,1,1,SATISFIABLE,SATISFIABLE,True,True,26,26,0,0,0.001345,0.00086,-0.0004850000000000001,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1738,0,even_colouring_torus_4x6_split,perm_seed1738,1,1,SATISFIABLE,SATISFIABLE,True,True,26,26,0,0,0.000908,0.000815,-9.299999999999998e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1739,0,even_colouring_torus_4x6_split,perm_seed1739,1,1,SATISFIABLE,SATISFIABLE,True,True,26,26,0,0,0.000816,0.00078,-3.600000000000001e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1740,0,even_colouring_torus_4x6_split,perm_seed1740,1,1,SATISFIABLE,SATISFIABLE,True,True,26,26,0,0,0.000699,0.000733,3.400000000000007e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1741,0,even_colouring_torus_4x6_split,perm_seed1741,1,1,SATISFIABLE,SATISFIABLE,True,True,26,26,0,0,0.000682,0.000675,-6.999999999999953e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1742,0,even_colouring_torus_4x6_split,perm_seed1742,1,1,SATISFIABLE,SATISFIABLE,True,True,26,26,0,0,0.000647,0.000756,0.00010900000000000005,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1743,0,even_colouring_torus_4x6_split,perm_seed1743,1,1,SATISFIABLE,SATISFIABLE,True,True,26,26,0,0,0.000636,0.000754,0.00011800000000000005,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1744,0,even_colouring_torus_4x6_split,perm_seed1744,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.000687,0.000669,-1.8000000000000004e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_4x6_split|variant=perm_seed1745,0,even_colouring_torus_4x6_split,perm_seed1745,1,1,SATISFIABLE,SATISFIABLE,True,True,26,26,0,0,0.000649,0.000667,1.8000000000000004e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=base,0,even_colouring_torus_5x5_split,base,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.000658,0.000655,-2.9999999999999645e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1730,0,even_colouring_torus_5x5_split,perm_seed1730,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.000647,0.000652,5.000000000000013e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1731,0,even_colouring_torus_5x5_split,perm_seed1731,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.000623,0.000628,5.000000000000013e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1732,0,even_colouring_torus_5x5_split,perm_seed1732,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.000623,0.000726,0.00010300000000000001,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1733,0,even_colouring_torus_5x5_split,perm_seed1733,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.000663,0.000661,-1.99999999999994e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1734,0,even_colouring_torus_5x5_split,perm_seed1734,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.000635,0.000651,1.5999999999999955e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1735,0,even_colouring_torus_5x5_split,perm_seed1735,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.000699,0.000682,-1.699999999999998e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1736,0,even_colouring_torus_5x5_split,perm_seed1736,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.000707,0.000664,-4.299999999999996e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1737,0,even_colouring_torus_5x5_split,perm_seed1737,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.000661,0.000667,5.999999999999929e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1738,0,even_colouring_torus_5x5_split,perm_seed1738,1,1,SATISFIABLE,SATISFIABLE,True,True,28,28,0,0,0.000636,0.000637,1.0000000000000243e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1739,0,even_colouring_torus_5x5_split,perm_seed1739,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.00063,0.000623,-7.000000000000062e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1740,0,even_colouring_torus_5x5_split,perm_seed1740,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.000619,0.000711,9.200000000000007e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1741,0,even_colouring_torus_5x5_split,perm_seed1741,1,1,SATISFIABLE,SATISFIABLE,True,True,28,28,0,0,0.000684,0.000677,-7.000000000000062e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1742,0,even_colouring_torus_5x5_split,perm_seed1742,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.000644,0.000654,9.999999999999918e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1743,0,even_colouring_torus_5x5_split,perm_seed1743,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.00064,0.000639,-1.0000000000000243e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1744,0,even_colouring_torus_5x5_split,perm_seed1744,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.000622,0.00064,1.8000000000000004e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x5_split|variant=perm_seed1745,0,even_colouring_torus_5x5_split,perm_seed1745,1,1,SATISFIABLE,SATISFIABLE,True,True,27,27,0,0,0.000634,0.000644,1.0000000000000026e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=base,0,even_colouring_torus_5x6_split,base,1,1,SATISFIABLE,SATISFIABLE,True,True,32,32,0,0,0.000626,0.000645,1.899999999999992e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1730,0,even_colouring_torus_5x6_split,perm_seed1730,1,1,SATISFIABLE,SATISFIABLE,True,True,33,33,0,0,0.000633,0.000665,3.200000000000002e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1731,0,even_colouring_torus_5x6_split,perm_seed1731,1,1,SATISFIABLE,SATISFIABLE,True,True,32,32,0,0,0.000665,0.000666,1.0000000000000243e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1732,0,even_colouring_torus_5x6_split,perm_seed1732,1,1,SATISFIABLE,SATISFIABLE,True,True,32,32,0,0,0.000705,0.000765,5.999999999999994e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1733,0,even_colouring_torus_5x6_split,perm_seed1733,1,1,SATISFIABLE,SATISFIABLE,True,True,32,32,0,0,0.000726,0.000671,-5.499999999999993e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1734,0,even_colouring_torus_5x6_split,perm_seed1734,1,1,SATISFIABLE,SATISFIABLE,True,True,33,33,0,0,0.000647,0.000702,5.5000000000000036e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1735,0,even_colouring_torus_5x6_split,perm_seed1735,1,1,SATISFIABLE,SATISFIABLE,True,True,32,32,0,0,0.000651,0.000666,1.500000000000004e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1736,0,even_colouring_torus_5x6_split,perm_seed1736,1,1,SATISFIABLE,SATISFIABLE,True,True,32,32,0,0,0.000639,0.000642,2.9999999999999645e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1737,0,even_colouring_torus_5x6_split,perm_seed1737,1,1,SATISFIABLE,SATISFIABLE,True,True,33,33,0,0,0.000645,0.000656,1.100000000000005e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1738,0,even_colouring_torus_5x6_split,perm_seed1738,1,1,SATISFIABLE,SATISFIABLE,True,True,32,32,0,0,0.000632,0.000777,0.00014500000000000006,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1739,0,even_colouring_torus_5x6_split,perm_seed1739,1,1,SATISFIABLE,SATISFIABLE,True,True,32,32,0,0,0.000715,0.00071,-5.000000000000013e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1740,0,even_colouring_torus_5x6_split,perm_seed1740,1,1,SATISFIABLE,SATISFIABLE,True,True,33,33,0,0,0.000721,0.000659,-6.199999999999999e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1741,0,even_colouring_torus_5x6_split,perm_seed1741,1,1,SATISFIABLE,SATISFIABLE,True,True,33,33,0,0,0.000742,0.000723,-1.9000000000000028e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1742,0,even_colouring_torus_5x6_split,perm_seed1742,1,1,SATISFIABLE,SATISFIABLE,True,True,32,32,0,0,0.000688,0.000658,-3.000000000000008e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1743,0,even_colouring_torus_5x6_split,perm_seed1743,1,1,SATISFIABLE,SATISFIABLE,True,True,33,33,0,0,0.000656,0.000659,2.9999999999999645e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1744,0,even_colouring_torus_5x6_split,perm_seed1744,1,1,SATISFIABLE,SATISFIABLE,True,True,32,32,0,0,0.000633,0.000656,2.3000000000000017e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_5x6_split|variant=perm_seed1745,0,even_colouring_torus_5x6_split,perm_seed1745,1,1,SATISFIABLE,SATISFIABLE,True,True,32,32,0,0,0.000664,0.000671,7.000000000000062e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_6x6_split|variant=base,0,even_colouring_torus_6x6_split,base,1,1,SATISFIABLE,SATISFIABLE,True,True,38,38,0,0,0.000653,0.000657,3.999999999999989e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_6x6_split|variant=perm_seed1730,0,even_colouring_torus_6x6_split,perm_seed1730,1,1,SATISFIABLE,SATISFIABLE,True,True,38,38,0,0,0.000661,0.000668,6.999999999999953e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_6x6_split|variant=perm_seed1731,0,even_colouring_torus_6x6_split,perm_seed1731,1,1,SATISFIABLE,SATISFIABLE,True,True,39,39,0,0,0.000644,0.000733,8.9e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_6x6_split|variant=perm_seed1732,0,even_colouring_torus_6x6_split,perm_seed1732,1,1,SATISFIABLE,SATISFIABLE,True,True,39,39,0,0,0.000674,0.000691,1.699999999999998e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_6x6_split|variant=perm_seed1733,0,even_colouring_torus_6x6_split,perm_seed1733,1,1,SATISFIABLE,SATISFIABLE,True,True,38,38,0,0,0.000651,0.000663,1.1999999999999966e-05,True,True,True,True,True,
repeat=0|base=even_colouring_torus_6x6_split|variant=perm_seed1734,0,even_colouring_torus_6x6_split,perm_seed1734,1,1,SATISFIABLE,SATISFIABLE,True,True,39,39,0,0,0.000659,0.000666,7.000000000000062e-06,True,True,True,True,True,
repeat=0|base=even_colouring_torus_6x6_split|variant=perm_seed1735,0,even_colouring_torus_6x6_split,perm_seed1735,1,1,SATISFIABLE,SATISFIABLE,True,True,38,38,0,0,0.000649,0.000654,5.000000000000013e-06,True,True,True,True,True,
